StudentID,OffClass,Grade,Course,Section,Teacher1,Teacher2,Period,Room
STUDENT1420,2L0,10,MRF43,5,SCHWARTZ S,,4,323
STUDENT1420,2L0,10,PPF43Q2C,6,BOCCUZZA M,,3,GYM3
STUDENT1420,2L0,10,SCF83QGF,4,BAN,ANDERSON CAMPBELL,10,334B
STUDENT1420,2L0,10,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT1420,2L0,10,ZQACSC,1,COLLAZO,,13,150
STUDENT1420,2L0,10,ZQCTEDA,1,,,14,
STUDENT1420,2L0,10,ZQGJUN24,1,,,14,
STUDENT1421,2F0,10,EEFG7QH,1,RIVERA,,4,347
STUDENT1421,2F0,10,FSFC7,13,CAMAS,,8,333
STUDENT1421,2F0,10,HQFC2TH,99,CERCONE MP,,11,****
STUDENT1421,2F0,10,HQFC3TH,2,MARK,,7,313
STUDENT1421,2F0,10,HUF43QG,5,BARRETTA,FLYNN,9,314
STUDENT1421,2F0,10,MRF43QGF,5,STANISCI,ENG,10,208
STUDENT1421,2F0,10,PGF43Q2C,3,CORRADO,,5,GYM1
STUDENT1421,2F0,10,SCF83QQF,1,HUDSON,,3,138
STUDENT1421,2F0,10,UAF43Q3,3,BRIANKA,,5,B27
STUDENT1421,2F0,10,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT1421,2F0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1421,2F0,10,ZQCTEHHR,1,,,14,
STUDENT1421,2F0,10,ZQGJUN24,1,,,14,
STUDENT1422,1P1,9,EEFG3,15,FODERA,,10,335
STUDENT1422,1P1,9,FSFC7,7,CAMAS,,6,213
STUDENT1422,1P1,9,HGF85QGD,7,TRIANTAFILLOU,RIAZ,8,113
STUDENT1422,1P1,9,HGF86QGD,7,TRIANTAFILLOU DBL,,9,113
STUDENT1422,1P1,9,MRF43QG,1,LEMOS,TIMPONE,3,104
STUDENT1422,1P1,9,PHF43Q3,5,VLANTIS,,5,149
STUDENT1422,1P1,9,PPF43Q2C,13,COGLIATI,,5,GYM3
STUDENT1422,1P1,9,SCF43,10,GANDJIAN,,7,238
STUDENT1422,1P1,9,SHFC1TM,1,SADIGH,,2,138
STUDENT1422,1P1,9,ZLUN,4,ZZ STAFF,,4,CAFÉ
STUDENT1422,1P1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1422,1P1,9,ZQCTESMM,1,,,14,
STUDENT1422,1P1,9,ZQGJUN25,1,,,14,
STUDENT1423,4P8,12,FSFCBU,1,TSAI C,,2,215
STUDENT1423,4P8,12,GMF11Q9,1,,,9,
STUDENT1423,4P8,12,GQF11QU,4,,,4,LIB
STUDENT1423,4P8,12,MKF43,3,MARGOLIN,,5,106
STUDENT1423,4P8,12,MKF43QQC,2,ORTIZO,,8,108
STUDENT1423,4P8,12,MRF43QWF,2,CROWLEY,,6,324
STUDENT1423,4P8,12,PGF43Q3C,2,BISHOP,,3,GYM1
STUDENT1423,4P8,12,PPF43Q2C,7,CORRADO,,3,GYM3
STUDENT1423,4P8,12,ZLUN,7,ZZ STAFF,,7,CAFÉ
STUDENT1423,4P8,12,ZQACSC,1,COLLAZO,,13,150
STUDENT1423,4P8,12,ZQCTECWD,1,,,14,
STUDENT1423,4P8,12,ZQGJUN22,1,,,14,
STUDENT1424,3S9,11,AUFC7UAT,2,VIZOSO,,6,B7
STUDENT1424,3S9,11,EEFGBQG,1,SERPE,GREENBERG,4,126
STUDENT1424,3S9,11,FSF43UQX,3,JASIENOWSKI,,8,213
STUDENT1424,3S9,11,HFF43UQX,6,MCNAMARA,,9,226
STUDENT1424,3S9,11,MGF43,11,CROWLEY,,10,211
STUDENT1424,3S9,11,PGF43Q2C,2,BISHOP,,3,GYM1
STUDENT1424,3S9,11,PPF43Q3C,8,DYCKMAN,,3,GYM3
STUDENT1424,3S9,11,SPF43QG,3,NORWICH,RODGERS,7,229
STUDENT1424,3S9,11,ZLUN,5,ZZ STAFF,,5,CAFÉ
STUDENT1424,3S9,11,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1424,3S9,11,ZQCTEDA,1,,,14,
STUDENT1424,3S9,11,ZQGJUN23,1,,,14,
STUDENT1425,3S9,11,AUFC7UAT,1,DEJEAN,,3,204
STUDENT1425,3S9,11,AWF87U,2,ASSEL,,7,222
STUDENT1425,3S9,11,EEFGFUQF,3,DELOUGHY,,9,125
STUDENT1425,3S9,11,FJFC7QC3,1,SAKAI,,6,122
STUDENT1425,3S9,11,HFF43QG,5,AMBROSE,HERMAN,10,221
STUDENT1425,3S9,11,MGF42QGF,99,BELFI MP,,11,****
STUDENT1425,3S9,11,MGF43QGF,1,TREUE,DEPINTO,2,207
STUDENT1425,3S9,11,PPF43Q5C,4,DYCKMAN,,4,GYM3
STUDENT1425,3S9,11,SDF43QGE,5,HAN,SANDHU,8,139
STUDENT1425,3S9,11,ZLUN,5,ZZ STAFF,,5,CAFÉ
STUDENT1425,3S9,11,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1425,3S9,11,ZQCTEDA,1,,,14,
STUDENT1425,3S9,11,ZQGJUN23,1,,,14,
STUDENT1426,V11,9,EEFG3QT,6,DELSIGNORE,BOCCUZZA J,8,350
STUDENT1426,V11,9,FFFC3,5,MAHARAJH,,7,334A
STUDENT1426,V11,9,HGF85QTD,4,MAGGIOTTA,MARK,5,313
STUDENT1426,V11,9,HGF86QTD,4,MAGGIOTTA DBL,,6,313
STUDENT1426,V11,9,MRF43QTF,5,ENG,STANISCI,10,208
STUDENT1426,V11,9,PHF43Q3,1,KASSIMIS,,2,111
STUDENT1426,V11,9,PPF43Q2C,2,COGLIATI,,2,GYM3
STUDENT1426,V11,9,SDF43,1,SADIGH,,4,235
STUDENT1426,V11,9,SLF43QT,1,ANDERSON CAMPBELL,KUBLALL,3,231
STUDENT1426,V11,9,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT1426,V11,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1426,V11,9,ZQCTEERT,1,,,14,
STUDENT1426,V11,9,ZQGJUN25,1,,,14,
STUDENT1427,1S8,9,BCF43T,28,PORCHETTA,,7,211
STUDENT1427,1S8,9,EEFGFQGE,42,MATEO,JO,6,124
STUDENT1427,1S8,9,GMF11Q9,1,,,9,
STUDENT1427,1S8,9,GQF11QU2,7,,,7,LIB
STUDENT1427,1S8,9,MGF43QGF,3,TREUE,DEPINTO,3,207
STUDENT1427,1S8,9,PPF43Q5C,5,KASSIMIS,,4,GYM2
STUDENT1427,1S8,9,SHFC9TM,4,SEIDMAN,,8,327
STUDENT1427,1S8,9,UEFG3,1,WANG,,2,B28
STUDENT1427,1S8,9,ZLUNAUD,5,ZZ STAFF,,5,AUD
STUDENT1427,1S8,9,ZQACSC,1,COLLAZO,,13,150
STUDENT1427,1S8,9,ZQCTESMM,1,,,14,
STUDENT1427,1S8,9,ZQELLCUR,1,,,13,****
STUDENT1427,1S8,9,ZQGJUN22,1,,,14,
STUDENT1428,2M0,10,BCF43T,24,ROFFLER,,3,321
STUDENT1428,2M0,10,EEFG7QG,1,PAREDES,MAURIELLO,2,349
STUDENT1428,2M0,10,FSFC7,8,SAEZ,,6,215
STUDENT1428,2M0,10,HFF43UQX,4,MCNAMARA,,8,226
STUDENT1428,2M0,10,MGF43,7,AMINOV,,7,105
STUDENT1428,2M0,10,PPF43Q2C,7,CORRADO,,3,GYM3
STUDENT1428,2M0,10,SPF43,9,PRYCE,,9,214
STUDENT1428,2M0,10,ULFC3TP,1,BRIANKA,,4,B30
STUDENT1428,2M0,10,ZLUNAUD,5,ZZ STAFF,,5,AUD
STUDENT1428,2M0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1428,2M0,10,ZQCTEMPP,1,,,14,
STUDENT1428,2M0,10,ZQGJUN24,1,,,14,
STUDENT1429,2D0,10,EEFG7QG,8,PAREDES,MAURIELLO,9,249
STUDENT1429,2D0,10,FSFC7,9,TORO,,6,331
STUDENT1429,2D0,10,HUF43QG,1,LIN C,FLYNN,3,314
STUDENT1429,2D0,10,MKFC3TC,3,JOSEPH,,5,108
STUDENT1429,2D0,10,MRF43QGF,1,HARITOS,ORTIZO,2,107
STUDENT1429,2D0,10,PPF43Q3C,19,MCDERMOTT GREENE,,7,GYM2
STUDENT1429,2D0,10,SDF43QQE,4,COHEN I,,8,338
STUDENT1429,2D0,10,UAF43Q2,4,BRIANKA,,7,B27
STUDENT1429,2D0,10,ZLUN,4,ZZ STAFF,,4,CAFÉ
STUDENT1429,2D0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1429,2D0,10,ZQCTECWD,1,,,14,
STUDENT1429,2D0,10,ZQGJUN24,1,,,14,
STUDENT1430,2V0,10,BCF43T,22,DELOUGHY,,2,211
STUDENT1430,2V0,10,EEFG7,6,AMBROSE,,8,123
STUDENT1430,2V0,10,FSFC7,3,TORO,,3,213
STUDENT1430,2V0,10,HUF43X,3,DEEGAN,,4,223
STUDENT1430,2V0,10,MGF43,6,BANU,,6,203
STUDENT1430,2V0,10,PPF43Q2C,1,BISHOP,,2,GYM2
STUDENT1430,2V0,10,SCF43QG,4,SULTANA,GAMBOA,9,323
STUDENT1430,2V0,10,ULFC3TP,2,GUNDERSEN,,7,B30
STUDENT1430,2V0,10,ZLUN,5,ZZ STAFF,,5,CAFÉ
STUDENT1430,2V0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1430,2V0,10,ZQCTEMPP,1,,,14,
STUDENT1430,2V0,10,ZQGJUN24,1,,,14,
STUDENT1431,2L0,10,BCF43T,27,LIGUORI,,5,B28
STUDENT1431,2L0,10,EEFG7,7,WORTMAN,,9,124
STUDENT1431,2L0,10,EEFGB,2,WALDMAN,,3,346
STUDENT1431,2L0,10,FSFCBU,6,TAVAREZ,,6,214
STUDENT1431,2L0,10,MGF43,11,CROWLEY,,10,211
STUDENT1431,2L0,10,PPF43Q2C,15,MCDERMOTT GREENE,,5,GYM2
STUDENT1431,2L0,10,SHFC5TM,2,ABDELFATTAH,,4,248
STUDENT1431,2L0,10,SPF43,8,PRYCE,,7,223
STUDENT1431,2L0,10,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT1431,2L0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1431,2L0,10,ZQCTESMM,1,,,14,
STUDENT1431,2L0,10,ZQGJUN24,1,,,14,
STUDENT1432,2S0,10,EEFG7,7,WORTMAN,,9,124
STUDENT1432,2S0,10,FFFC7,1,LAWRENCE,,6,333
STUDENT1432,2S0,10,HUF43X,2,DEEGAN,,3,223
STUDENT1432,2S0,10,MGF43,4,DEPINTO,,4,211
STUDENT1432,2S0,10,MKFC3TC,4,JOSEPH,,7,106
STUDENT1432,2S0,10,PGF43Q3C,1,LEVITT,,2,GYM1
STUDENT1432,2S0,10,PPF43Q2C,22,BOCCUZZA M,,10,GYM2
STUDENT1432,2S0,10,SCF43,7,BORLONGAN,,5,141
STUDENT1432,2S0,10,UAF43Q3,7,LIGUORI,,10,B28
STUDENT1432,2S0,10,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT1432,2S0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1432,2S0,10,ZQCTECWD,1,,,14,
STUDENT1432,2S0,10,ZQGJUN24,1,,,14,
STUDENT1433,WG1,9,AWF83,3,VIZOSO,,7,B7
STUDENT1433,WG1,9,EEFG3QW,3,JO,,10,346
STUDENT1433,WG1,9,FSFC7,5,JASIENOWSKI,,4,229
STUDENT1433,WG1,9,HGF85QWD,3,LISS,,8,329B
STUDENT1433,WG1,9,HGF86QWD,3,LISS DBL,,9,329B
STUDENT1433,WG1,9,MRF43QWF,1,CROWLEY,,3,205
STUDENT1433,WG1,9,PHF43Q3,5,VLANTIS,,5,149
STUDENT1433,WG1,9,PPF43Q2C,11,DYCKMAN,,5,GYM2
STUDENT1433,WG1,9,SCF83QWF,1,GAMBOA,,2,324
STUDENT1433,WG1,9,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT1433,WG1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1433,WG1,9,ZQCTEDA,1,,,14,
STUDENT1433,WG1,9,ZQGJUN25,1,,,14,
STUDENT1434,1P1,9,EEFG3,4,BELINFANTI,,3,125
STUDENT1434,1P1,9,FSFC7,9,TORO,,6,331
STUDENT1434,1P1,9,HGF85QQD,10,BARRETTA,,7,311
STUDENT1434,1P1,9,HGF86QQD,10,BARRETTA DBL,,8,311
STUDENT1434,1P1,9,MEF43,3,COLUCCI,,5,103
STUDENT1434,1P1,9,PHF43Q3,1,KASSIMIS,,2,111
STUDENT1434,1P1,9,PPF43Q2C,1,BISHOP,,2,GYM2
STUDENT1434,1P1,9,SHF81,3,GLICKMAN,,9,231
STUDENT1434,1P1,9,SLF43,8,GEORGAS,,10,338
STUDENT1434,1P1,9,ZLUN,4,ZZ STAFF,,4,CAFÉ
STUDENT1434,1P1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1434,1P1,9,ZQCTESMM,1,,,14,
STUDENT1434,1P1,9,ZQGJUN25,1,,,14,
STUDENT1435,F10,9,AUFC3TA,4,VIZOSO,,10,204
STUDENT1435,F10,9,BCF43T,41,GUNDERSEN,,9,B39
STUDENT1435,F10,9,EEFG7QT,2,MAURIELLO,PAREDES,5,249
STUDENT1435,F10,9,FSFC7,5,JASIENOWSKI,,4,229
STUDENT1435,F10,9,HUF43QG,1,LIN C,FLYNN,3,314
STUDENT1435,F10,9,MRF43QTF,3,ORTIZO,HARITOS,6,107
STUDENT1435,F10,9,PPF43Q2C,20,BOCCUZZA M,,9,GYM3
STUDENT1435,F10,9,SLF86,99,LABARDY MP,,11,****
STUDENT1435,F10,9,SLF87,6,GLICKMAN,,7,231
STUDENT1435,F10,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT1435,F10,9,ZQACSC,1,COLLAZO,,13,150
STUDENT1435,F10,9,ZQCTEDA,1,,,14,
STUDENT1435,F10,9,ZQGJUN24,1,,,14,
STUDENT1436,2M0,10,EEFG7,1,BOCCUZZA J,,2,350
STUDENT1436,2M0,10,FSFC7,14,TORO,,9,331
STUDENT1436,2M0,10,HUF43,3,LUNG BUGENSKI,,7,250
STUDENT1436,2M0,10,MRF43,3,SCHWARTZ S,,3,323
STUDENT1436,2M0,10,PPF43Q5C,3,CASORIA,,4,GYM2
STUDENT1436,2M0,10,SCF43,6,SULTANA,,5,334A
STUDENT1436,2M0,10,ULFC3TP,3,GUNDERSEN,,8,B39
STUDENT1436,2M0,10,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT1436,2M0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1436,2M0,10,ZQCTEMPP,1,,,14,
STUDENT1436,2M0,10,ZQGJUN24,1,,,14,
STUDENT1437,M39,11,BCF43T,22,DELOUGHY,,2,211
STUDENT1437,M39,11,EEFGFUTJ,3,LOMBARDO,SHEIN,6,B6
STUDENT1437,M39,11,HFF43QT,3,AMBROSE,LEE,7,123
STUDENT1437,M39,11,HFF43QT,3,AMBROSE,HERMEL,7,123
STUDENT1437,M39,11,MGF43QTF,5,LOPEZ,KOHLER,4,231
STUDENT1437,M39,11,PGF43Q5C,1,COGLIATI,,8,GYM1
STUDENT1437,M39,11,SDF43QTE,2,SANDHU,PRINTZ,3,126
STUDENT1437,M39,11,SHFC9TM,1,DEMELO,,5,327
STUDENT1437,M39,11,UAF43Q2,1,BRIANKA,,2,B27
STUDENT1437,M39,11,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT1437,M39,11,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1437,M39,11,ZQCTESMM,1,,,14,
STUDENT1437,M39,11,ZQGJUN23,1,,,14,
STUDENT1438,G11,9,EEFG3QT,3,GREENBERG,SERPE,5,126
STUDENT1438,G11,9,FFFC3,4,MAHARAJH,,6,334A
STUDENT1438,G11,9,HGF85QTD,6,BLINN,DOYLE,7,111
STUDENT1438,G11,9,HGF86QTD,6,BLINN DBL,,8,111
STUDENT1438,G11,9,MEF43QT,6,TIMPONE,SCHWARTZ S,10,103
STUDENT1438,G11,9,PHF43Q3,3,LEVITT,,3,113
STUDENT1438,G11,9,PPF43Q2C,8,DYCKMAN,,3,GYM3
STUDENT1438,G11,9,SCF43QT,4,GAMBOA,SULTANA,9,323
STUDENT1438,G11,9,SHFC1TM,1,SADIGH,,2,138
STUDENT1438,G11,9,ZLUN,4,ZZ STAFF,,4,CAFÉ
STUDENT1438,G11,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1438,G11,9,ZQCTESMM,1,,,14,
STUDENT1438,G11,9,ZQGJUN25,1,,,14,
STUDENT1439,2Z9,10,EEF33U,30,RIVERA,,2,347
STUDENT1439,2Z9,10,FSFCBU,10,TAVAREZ,,9,225
STUDENT1439,2Z9,10,HUF43X,3,DEEGAN,,4,223
STUDENT1439,2Z9,10,MRF43,8,TREUE,,6,207
STUDENT1439,2Z9,10,PGF43Q3C,3,CORRADO,,5,GYM1
STUDENT1439,2Z9,10,PPF43Q2C,13,COGLIATI,,5,GYM3
STUDENT1439,2Z9,10,SCF43,4,MUSICH,,3,139
STUDENT1439,2Z9,10,ULFC3TP,3,GUNDERSEN,,8,B39
STUDENT1439,2Z9,10,ZLUN,7,ZZ STAFF,,7,CAFÉ
STUDENT1439,2Z9,10,ZQACSC,1,COLLAZO,,13,150
STUDENT1439,2Z9,10,ZQCTEMPP,1,,,14,
STUDENT1439,2Z9,10,ZQGJUN23,1,,,14,
STUDENT1440,2C0,10,EEFGFQF,40,SEGALL,HERMEL,5,123
STUDENT1440,2C0,10,FMFC7,1,LI N,,3,316
STUDENT1440,2C0,10,HGF87QF,41,YAZDANFAR,,2,221
STUDENT1440,2C0,10,MRF43QG,3,RICCARDO,DEPINTO,6,321
STUDENT1440,2C0,10,PGF43Q5C,1,COGLIATI,,8,GYM1
STUDENT1440,2C0,10,SCF43,13,HUDSON,,9,138
STUDENT1440,2C0,10,SDF83UVT,1,YARDEN,,4,332
STUDENT1440,2C0,10,ZLUN,7,ZZ STAFF,,7,CAFÉ
STUDENT1440,2C0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1440,2C0,10,ZQCTEERT,1,,,14,
STUDENT1440,2C0,10,ZQELLCUR,1,,,13,****
STUDENT1440,2C0,10,ZQGJUN24,1,,,14,
STUDENT1441,2C0,10,AQF43UVT,1,ROSSI,,2,206
STUDENT1441,2C0,10,EEFGBQF,40,SEGALL,,6,123
STUDENT1441,2C0,10,FMFC7,2,HSIEH,,4,116
STUDENT1441,2C0,10,HUF43,3,LUNG BUGENSKI,,7,250
STUDENT1441,2C0,10,MRF43,7,ENG,,5,208
STUDENT1441,2C0,10,PPF43Q5C,11,CASORIA,,8,GYM3
STUDENT1441,2C0,10,SCF43,3,BORLONGAN,,3,141
STUDENT1441,2C0,10,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT1441,2C0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1441,2C0,10,ZQCTEERT,1,,,14,
STUDENT1441,2C0,10,ZQELLCUR,1,,,13,****
STUDENT1441,2C0,10,ZQGJUN24,1,,,14,
STUDENT1442,1T1,9,EEFG3,15,FODERA,,10,335
STUDENT1442,1T1,9,FMFC7,2,HSIEH,,4,116
STUDENT1442,1T1,9,HGF85QQD,8,KNELLER,,6,225
STUDENT1442,1T1,9,HGF86QQD,8,KNELLER DBL,,7,225
STUDENT1442,1T1,9,MRF43,2,BELFI,,2,208
STUDENT1442,1T1,9,PHF43Q2,5,VLANTIS,,5,149
STUDENT1442,1T1,9,PPF43Q3C,11,DYCKMAN,,5,GYM2
STUDENT1442,1T1,9,SCF43,3,BORLONGAN,,3,141
STUDENT1442,1T1,9,SDF43,4,SADIGH,,9,235
STUDENT1442,1T1,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT1442,1T1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1442,1T1,9,ZQCTEERT,1,,,14,
STUDENT1442,1T1,9,ZQGJUN25,1,,,14,
STUDENT1443,4C8,12,GMF11Q8,1,,,8,
STUDENT1443,4C8,12,MKF21U,1,PORCHETTA,,2,108
STUDENT1443,4C8,12,MPF43UQS,2,PESHTANI,,4,205
STUDENT1443,4C8,12,PGF43Q2C,1,LEVITT,,2,GYM1
STUDENT1443,4C8,12,PPF43Q3C,18,KASSIMIS,,7,GYM2
STUDENT1443,4C8,12,PQF43Q2Y,7,CAPUANA,,7,100
STUDENT1443,4C8,12,SHF21UQH,1,SEIDMAN,,3,327
STUDENT1443,4C8,12,SHF21UQM,1,SCHARF,,5,248
STUDENT1443,4C8,12,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT1443,4C8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1443,4C8,12,ZQCTESMM,1,,,14,
STUDENT1443,4C8,12,ZQGJUN22,1,,,14,
STUDENT1444,1T1,9,BCF43T,32,DELOUGHY,,2,211
STUDENT1444,1T1,9,EEFGFQF,41,SEGALL,HERMEL,8,336
STUDENT1444,1T1,9,FKFC3,2,SONG,,7,214
STUDENT1444,1T1,9,HGF83QF,41,YAZDANFAR,,9,219
STUDENT1444,1T1,9,MRF43QFF,41,CHEN,,5,326
STUDENT1444,1T1,9,PPF43Q3C,1,BISHOP,,2,GYM2
STUDENT1444,1T1,9,SLF43QF,40,GEORGAS,,3,338
STUDENT1444,1T1,9,UEFG3,2,WANG,,6,B28
STUDENT1444,1T1,9,ZLUNAUD,4,ZZ STAFF,,4,AUD
STUDENT1444,1T1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1444,1T1,9,ZQCTEMPP,1,,,14,
STUDENT1444,1T1,9,ZQELLCUR,1,,,13,****
STUDENT1444,1T1,9,ZQGJUN25,1,,,14,
STUDENT1445,4C8,12,EEFGFQGE,41,MATEO,JO,4,124
STUDENT1445,4C8,12,FMF43UQX,1,HSIEH,,2,116
STUDENT1445,4C8,12,GMF11Q8,1,,,8,
STUDENT1445,4C8,12,GQF11QU,7,,,7,LIB
STUDENT1445,4C8,12,MKF43QQC,1,JOSEPH,,3,108
STUDENT1445,4C8,12,PGF43Q5B,1,CORRADO,,6,GYM1
STUDENT1445,4C8,12,ZLUNAUD,5,ZZ STAFF,,5,AUD
STUDENT1445,4C8,12,ZQACSAMU,1,COLLAZO,,13,150
STUDENT1445,4C8,12,ZQCTECWD,1,,,14,
STUDENT1445,4C8,12,ZQELLCUR,1,,,13,****
STUDENT1445,4C8,12,ZQGJUN22,1,,,14,
STUDENT1446,2C0,10,AQF43UVT,2,ROSSI,,3,206
STUDENT1446,2C0,10,BCF43T,41,GUNDERSEN,,9,B39
STUDENT1446,2C0,10,EEFG7,3,AMBROSE,,5,330
STUDENT1446,2C0,10,FMFC7,2,HSIEH,,4,116
STUDENT1446,2C0,10,GQF11QU,6,,,6,LIB
STUDENT1446,2C0,10,HUF43X,1,KNELLER,,2,225
STUDENT1446,2C0,10,MGF43QFF,41,CHEN,,10,326
STUDENT1446,2C0,10,PPF43Q2C,21,MCDERMOTT GREENE,,9,GYM2
STUDENT1446,2C0,10,SPF43,8,PRYCE,,7,223
STUDENT1446,2C0,10,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT1446,2C0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1446,2C0,10,ZQCTEERT,1,,,14,
STUDENT1446,2C0,10,ZQGJUN24,1,,,14,
STUDENT1447,1C1,9,AWF83,5,ASSEL,,10,222
STUDENT1447,1C1,9,EEFG3QG,2,KOUMOULIS,SARAFOGLOU,4,346
STUDENT1447,1C1,9,FJFC3QC7,1,SAKAI,,6,122
STUDENT1447,1C1,9,HGF85QQD,1,KARPOWICH,,2,114
STUDENT1447,1C1,9,HGF86QQD,1,KARPOWICH DBL,,3,114
STUDENT1447,1C1,9,MRF43QG,5,RICCARDO,DEPINTO,9,321
STUDENT1447,1C1,9,PHF43Q2,8,VLANTIS,,7,149
STUDENT1447,1C1,9,PPF43Q3C,19,MCDERMOTT GREENE,,7,GYM2
STUDENT1447,1C1,9,SLF43,4,GAPPELBERG,,5,336
STUDENT1447,1C1,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT1447,1C1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1447,1C1,9,ZQCTEDA,1,,,14,
STUDENT1447,1C1,9,ZQGJUN25,1,,,14,
STUDENT1448,4T8,12,BCF43T,21,AMINOV,,2,105
STUDENT1448,4T8,12,EEFGFUQX,2,RIVERA,,5,347
STUDENT1448,4T8,12,EQFGFQQL,1,SARRO,,1,227
STUDENT1448,4T8,12,GQF11QU2,9,,,9,LIB
STUDENT1448,4T8,12,HRF43XE,1,FISHMAN,,8,223
STUDENT1448,4T8,12,MKF43QQC,1,JOSEPH,,3,108
STUDENT1448,4T8,12,MKFCBTC,3,CASTRO R,,7,322
STUDENT1448,4T8,12,MSF43UQX,1,WONG,,4,324
STUDENT1448,4T8,12,PPF43Q3C,20,BOCCUZZA M,,9,GYM3
STUDENT1448,4T8,12,SHF21U2N,1,SEIDMAN,,2,327
STUDENT1448,4T8,12,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT1448,4T8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1448,4T8,12,ZQCTECWD,1,,,14,
STUDENT1448,4T8,12,ZQGJUN22,1,,,14,
STUDENT1449,1P1,9,AWF83,5,ASSEL,,10,222
STUDENT1449,1P1,9,EEFG3,6,FODERA,,4,335
STUDENT1449,1P1,9,FMFC3,3,HUANG,,6,121
STUDENT1449,1P1,9,HGF85QQD,2,QUAN,,2,313
STUDENT1449,1P1,9,HGF86QQD,2,QUAN DBL,,3,313
STUDENT1449,1P1,9,MEF43QG,4,COLUCCI,CROWLEY,7,324
STUDENT1449,1P1,9,PHF43Q3,9,DYCKMAN,,9,121
STUDENT1449,1P1,9,PPF43Q2C,20,BOCCUZZA M,,9,GYM3
STUDENT1449,1P1,9,SLF43,5,WILLIAMS,,5,341
STUDENT1449,1P1,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT1449,1P1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1449,1P1,9,ZQCTEDA,1,,,14,
STUDENT1449,1P1,9,ZQGJUN25,1,,,14,
STUDENT1450,1P1,9,EEFG3,1,SERPE,,2,126
STUDENT1450,1P1,9,FMFC3,2,HUANG,,4,121
STUDENT1450,1P1,9,HGF85QQD,6,FISHMAN,,5,223
STUDENT1450,1P1,9,HGF86QQD,6,FISHMAN DBL,,6,223
STUDENT1450,1P1,9,MEF43QG,4,COLUCCI,CROWLEY,7,324
STUDENT1450,1P1,9,MKF43,5,MARGOLIN,,9,106
STUDENT1450,1P1,9,PHF43Q2,11,DEMELO,,10,327
STUDENT1450,1P1,9,PPF43Q3C,23,SCHARF,,10,GYM3
STUDENT1450,1P1,9,SLF43QG,1,KUBLALL,ANDERSON CAMPBELL,3,231
STUDENT1450,1P1,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT1450,1P1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT1450,1P1,9,ZQCTECWD,1,,,14,
STUDENT1450,1P1,9,ZQGJUN25,1,,,14,
STUDENT1451,2Y0,10,AUFC3TA,3,DEJEAN,,9,204
STUDENT1451,2Y0,10,BCF43T,28,PORCHETTA,,7,211
STUDENT1451,2Y0,10,EEFG7QG,3,VALENTE,LOMBARDO,5,348
STUDENT1451,2Y0,10,FSFCBU,4,TAVAREZ,,4,214
STUDENT1451,2Y0,10,HFF43UQX,5,YUNAKOV,,8,315
STUDENT1451,2Y0,10,MGF43,11,CROWLEY,,10,211
